country,date,total_vaccinations,daily_vaccinations,daily_vaccinations_raw,people_vaccinated,people_fully_vaccinated,people_fully_vaccinated_per_hundred,vaccines
Cape Verde,2021-03-25,0,368,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-03-26,0,372,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-03-27,0,375,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-03-28,0,379,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-03-29,0,383,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-03-30,0,387,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-03-31,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-01,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-02,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-03,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-04,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-05,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-06,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-07,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-08,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-09,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-10,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-11,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-12,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-13,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-14,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-15,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-16,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-17,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-18,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-19,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-20,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-21,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-22,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-23,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-24,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-25,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-26,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-27,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-28,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-29,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-04-30,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-05-01,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-05-02,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-05-03,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-05-04,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-05-05,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-05-06,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-05-07,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-05-08,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-05-09,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-05-10,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-05-11,0,390,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cape Verde,2021-05-12,21318,390,0,18650,2668,0.48,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2020-12-26,0,0,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2020-12-27,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2020-12-28,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2020-12-29,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2020-12-30,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2020-12-31,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-01,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-02,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-03,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-04,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-05,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-06,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-07,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-08,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-09,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-10,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-11,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-12,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-13,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-14,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-15,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-16,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-17,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-18,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-19,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-20,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-21,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-22,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-23,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-24,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-25,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-26,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-27,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-28,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-29,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-30,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-01-31,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-01,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-02,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-03,0,275,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-04,11008,275,0,7811,3197,4.86,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-05,0,310,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-06,0,345,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-07,0,380,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-08,0,415,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-09,13609,450,0,8839,4770,7.26,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-10,14086,479,477,8912,5174,7.87,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-11,0,544,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-12,15543,574,0,9172,6371,9.69,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-13,0,533,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-14,0,492,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-15,0,452,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-16,0,411,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-17,16725,377,0,9783,6942,10.56,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-18,0,313,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-19,17285,249,0,10277,7008,10.66,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-20,18159,340,874,10521,7638,11.62,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-21,0,391,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-22,0,442,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-23,19938,493,0,12245,7693,11.71,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-24,20468,535,530,12710,7758,11.8,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-25,21106,586,638,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-26,0,615,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-27,0,559,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-02-28,0,544,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-01,0,528,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-02,0,512,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-03,24008,506,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-04,0,598,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-05,26580,713,0,17702,8878,13.51,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-06,0,754,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-07,0,795,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-08,0,836,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-09,0,877,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-10,0,918,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-11,0,845,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-12,31980,771,0,21864,10116,15.39,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-13,0,804,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-14,0,837,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-15,0,870,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-16,35984,903,0,24366,11648,17.72,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-17,0,958,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-18,38304,1014,0,25957,12347,18.79,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-19,39145,1024,841,26321,12824,19.51,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-20,0,976,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-21,0,929,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-22,41155,882,0,27611,13544,20.61,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-23,0,872,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-24,43023,840,0,28248,14775,22.48,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-25,44061,822,1038,28605,15456,23.52,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-26,0,829,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-27,0,860,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-28,0,890,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-29,47602,921,0,29644,17958,27.33,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-30,0,928,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-03-31,49561,934,0,30476,19085,29.04,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-01,50763,957,1202,30607,20156,30.67,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-02,0,896,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-03,0,834,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-04,0,772,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-05,0,710,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-06,0,634,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-07,53474,559,0,31302,22172,33.74,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-08,55053,613,1579,31459,23594,35.9,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-09,56214,714,1161,31661,24553,37.36,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-10,0,766,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-11,0,818,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-12,0,870,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-13,59473,922,0,32969,26504,40.33,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-14,0,940,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-15,60637,798,0,33544,27093,41.22,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-16,61114,700,477,33808,27306,41.55,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-17,0,663,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-18,0,627,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-19,0,590,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-20,63350,554,0,34614,28736,43.72,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-21,63774,531,424,34786,28988,44.11,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-22,0,479,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-23,0,441,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-24,0,392,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-25,0,342,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-26,0,293,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-27,0,243,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-28,0,213,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-29,0,213,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-04-30,65694,213,0,35774,29920,45.53,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-05-01,0,294,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-05-02,0,374,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-05-03,0,454,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-05-04,0,535,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-05-05,69573,615,0,37062,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-05-06,0,599,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-05-07,69772,583,0,37470,32302,49.15,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-05-08,0,555,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-05-09,0,527,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-05-10,0,499,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-05-11,0,471,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-05-12,0,443,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,2021-05-13,73258,512,0,39493,33666,51.23,"Oxford/AstraZeneca, Pfizer/BioNTech"
Central African Republic,2021-05-12,667,0,0,667,0,0,"Covaxin, Oxford/AstraZeneca"
Chile,2020-12-24,420,0,0,420,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2020-12-25,5198,4778,4778,5198,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2020-12-26,8338,3959,3140,8338,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2020-12-27,8649,2743,311,8649,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2020-12-28,8649,2057,0,8649,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2020-12-29,8649,1646,0,8649,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2020-12-30,8649,1372,0,8649,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2020-12-31,8649,1176,0,8649,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-01,8649,493,0,8649,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-02,8649,44,0,8649,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-03,8649,0,0,8649,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-04,9054,58,405,9054,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-05,10497,264,1443,10497,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-06,10702,293,205,10702,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-07,10702,293,0,10702,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-08,10702,293,0,10702,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-09,10702,293,0,10702,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-10,10702,293,0,10702,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-11,10702,235,0,10702,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-12,10702,29,0,10702,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-13,11732,147,1030,10703,1029,0.01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-14,18646,1135,6914,12821,5825,0.03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-15,22077,1625,3431,13778,8299,0.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-16,22167,1638,90,13801,8366,0.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-17,22167,1638,0,13801,8366,0.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-18,33202,3214,11035,24836,8366,0.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-19,52555,5979,19353,44187,8368,0.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-20,61859,7161,9304,53491,8368,0.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-21,64920,6611,3061,56552,8368,0.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-22,65332,6179,412,56964,8368,0.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-23,65332,6166,0,56964,8368,0.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-24,65332,6166,0,56964,8368,0.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-25,66752,4793,1420,56981,9771,0.05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-26,67368,2116,616,57002,10366,0.05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-27,67403,792,35,57003,10400,0.05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-28,67403,355,0,57003,10400,0.05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-29,67408,297,5,57003,10405,0.05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-30,67409,297,1,57004,10405,0.05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-01-31,67409,297,0,57004,10405,0.05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-01,67409,94,0,57004,10405,0.05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-02,80596,1890,13187,70185,10411,0.05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-03,251011,26230,170415,240600,10411,0.05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-04,427195,51399,176184,414676,12519,0.07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-05,596566,75594,169371,583377,13189,0.07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-06,624419,79573,27853,611225,13194,0.07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-07,633056,80807,8637,619861,13195,0.07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-08,866349,114134,233293,841391,24958,0.13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-09,1128238,149663,261889,1083911,44327,0.23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-10,1409159,165450,280921,1356500,52659,0.28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-11,1663340,176592,254181,1607800,55540,0.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-12,1892845,185183,229505,1837095,55750,0.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-13,1922386,185424,29541,1866602,55784,0.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-14,1926852,184828,4466,1871068,55784,0.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-15,2192760,189487,265908,2136976,55784,0.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-16,2412829,183513,220069,2357035,55794,0.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-17,2600940,170254,188111,2545146,55794,0.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-18,2756233,156128,155293,2700439,55794,0.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Chile,2021-02-19,2898413,143653,142180,2842619,55794,0.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
